,decision_id,type of insurance,premium/payment,service attitude/communication,fail to meet customer's expectations,claims processing delays,policy terms,gender,location,title,date,company,decision,extras,tag
1671,DRN-4546759,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4546759.pdf,Decision Reference DRN-4546759,11-Mar-24,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
1672,DRN-4572914,Travel,No,Yes,Yes,No,Yes,Female,decision/DRN-4572914.pdf,Decision Reference DRN-4572914,11-Mar-24,Acromas Insurance Company Limited,Not upheld,,Insurance
1673,DRN-4670766,Travel,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4670766.pdf,Decision Reference DRN-4670766,11-Mar-24,Euroins AD,Upheld,,Insurance
1674,DRN-4498336,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4498336.pdf,Decision Reference DRN-4498336,11-Mar-24,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
1675,DRN-4494902,Motor,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4494902.pdf,Decision Reference DRN-4494902,11-Mar-24,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
1676,DRN-4657820,Travel,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4657820.pdf,Decision Reference DRN-4657820,11-Mar-24,Zurich Insurance PLC,Upheld,,Insurance
1677,DRN-4637455,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4637455.pdf,Decision Reference DRN-4637455,11-Mar-24,Accredited Insurance (Europe) Ltd,Upheld,,Insurance
1678,DRN-4589043,Travel,No,Yes,Yes,No,Yes,Female,decision/DRN-4589043.pdf,Decision Reference DRN-4589043,11-Mar-24,Inter Partner Assistance SA,Not upheld,,Insurance
1679,DRN-4667223,Travel,No,No,Yes,No,Yes,Female,decision/DRN-4667223.pdf,Decision Reference DRN-4667223,11-Mar-24,AWP P&C S.A.,Not upheld,,Insurance
1680,DRN-4670716,Travel,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4670716.pdf,Decision Reference DRN-4670716,11-Mar-24,AWP P&C S.A.,Upheld,,Insurance
1681,DRN-4674053,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4674053.pdf,Decision Reference DRN-4674053,11-Mar-24,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
1682,DRN-4641511,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4641511.pdf,Decision Reference DRN-4641511,11-Mar-24,Accelerant Insurance Europe SA/NV UK Branch,Not upheld,,Insurance
1683,DRN-4586443,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4586443.pdf,Decision Reference DRN-4586443,11-Mar-24,Red Sands Insurance Company (Europe) Limited,Not upheld,,Insurance
1684,DRN-4598941,Motor,Yes,Yes,Yes,Yes,No,Male,decision/DRN-4598941.pdf,Decision Reference DRN-4598941,11-Mar-24,Advantage Insurance Company Limited,Not upheld,,Insurance
1685,DRN-4667953,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4667953.pdf,Decision Reference DRN-4667953,11-Mar-24,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
1686,DRN-4515985,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4515985.pdf,Decision Reference DRN-4515985,11-Mar-24,Covea Insurance plc,Not upheld,,Insurance
1687,DRN-4673623,Health,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4673623.pdf,Decision Reference DRN-4673623,11-Mar-24,Western Provident Association Limited,Not upheld,,Insurance
1688,DRN-4588892,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4588892.pdf,Decision Reference DRN-4588892,11-Mar-24,Fortegra Europe Insurance Company Ltd,Upheld,,Insurance
1689,DRN-4673361,Life,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4673361.pdf,Decision Reference DRN-4673361,10-Mar-24,ReAssure Life Limited,Upheld,,Insurance
1690,DRN-4625440,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4625440.pdf,Decision Reference DRN-4625440,8-Mar-24,esure Insurance Limited,Upheld,,Insurance
1691,DRN-4604308,Motor,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4604308.pdf,Decision Reference DRN-4604308,8-Mar-24,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
1692,DRN-4583084,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4583084.pdf,Decision Reference DRN-4583084,8-Mar-24,Red Sands Insurance Company (Europe) Limited,Upheld,,Insurance
1693,DRN-4652543,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male,decision/DRN-4652543.pdf,Decision Reference DRN-4652543,8-Mar-24,Accredited Insurance (Europe) Ltd,Not upheld,,Insurance
1694,DRN-4608772,Life,No,Yes,Yes,No,Yes,Male,decision/DRN-4608772.pdf,Decision Reference DRN-4608772,8-Mar-24,Suttons Independent Financial Advisers Limited,Upheld,,Insurance
1695,DRN-4557798,Motor,No,No,Yes,No,No,Male and Female,decision/DRN-4557798.pdf,Decision Reference DRN-4557798,8-Mar-24,Soteria Insurance Limited,Not upheld,,Insurance
1696,DRN-4620398,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4620398.pdf,Decision Reference DRN-4620398,8-Mar-24,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
1697,DRN-4353466,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4353466.pdf,Decision Reference DRN-4353466,8-Mar-24,Society of Lloyd's,Upheld,,Insurance
1698,DRN-4602773,Motor,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4602773.pdf,Decision Reference DRN-4602773,8-Mar-24,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
1699,DRN-4646883,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4646883.pdf,Decision Reference DRN-4646883,8-Mar-24,Esure Services Limited,Upheld,,Insurance
1700,DRN-4615026,Travel,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4615026.pdf,Decision Reference DRN-4615026,8-Mar-24,Zurich Insurance PLC,Not upheld,,Insurance
1701,DRN-4637832,Health,No,Yes,Yes,No,Yes,Male,decision/DRN-4637832.pdf,Decision Reference DRN-4637832,8-Mar-24,Vitality Health Limited,Not upheld,,Insurance
1702,DRN-4562479,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4562479.pdf,Decision Reference DRN-4562479,8-Mar-24,U K Insurance Limited,Upheld,,Insurance
1703,DRN-4636024,Health,No,No,Yes,No,Yes,Female,decision/DRN-4636024.pdf,Decision Reference DRN-4636024,8-Mar-24,The Royal London Mutual Insurance Society Limited,Not upheld,,Insurance
1704,DRN-4664381,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4664381.pdf,Decision Reference DRN-4664381,8-Mar-24,Watford Insurance Company Europe Limited,Upheld,,Insurance
1705,DRN-4670148,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4670148.pdf,Decision Reference DRN-4670148,8-Mar-24,Ageas Insurance Limited,Upheld,,Insurance
1706,DRN-4555912,Health,No,No,Yes,No,Yes,Male,decision/DRN-4555912.pdf,Decision Reference DRN-4555912,8-Mar-24,AXA PPP Healthcare Limited,Not upheld,,Insurance
1707,DRN-4670155,Motor,Yes,Yes,Yes,No,No,Male and Female,decision/DRN-4670155.pdf,Decision Reference DRN-4670155,8-Mar-24,esure Insurance Limited,Upheld,,Insurance
1708,DRN-4614714,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4614714.pdf,Decision Reference DRN-4614714,8-Mar-24,Domestic & General Insurance Plc,Upheld,,Insurance
1709,DRN-4639083,Motor,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4639083.pdf,Decision Reference DRN-4639083,8-Mar-24,U K Insurance Limited,Not upheld,,Insurance
1710,DRN-4670018,Household and Commercial Property,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4670018.pdf,Decision Reference DRN-4670018,8-Mar-24,Lloyds Bank General Insurance Limited,Upheld,,Insurance
1711,DRN-4670016,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4670016.pdf,Decision Reference DRN-4670016,8-Mar-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
1712,DRN-4603047,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4603047.pdf,Decision Reference DRN-4603047,7-Mar-24,esure Insurance Limited,Upheld,,Insurance
1713,DRN-4638844,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4638844.pdf,Decision Reference DRN-4638844,7-Mar-24,U K Insurance Limited,Not upheld,,Insurance
1714,DRN-4649858,Motor,No,No,Yes,No,No,Male,decision/DRN-4649858.pdf,Decision Reference DRN-4649858,7-Mar-24,Pendragon Finance and Insurance Services Limited,Not upheld,,Insurance
1715,DRN-4651614,Life Assurance,No,No,Yes,No,Yes,Female,decision/DRN-4651614.pdf,Decision Reference DRN-4651614,7-Mar-24,First Complete Ltd,Not upheld,,Insurance
1716,DRN-4610778,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4610778.pdf,Decision Reference DRN-4610778,7-Mar-24,Inter Partner Assistance SA,Not upheld,,Insurance
1717,DRN-4667869,Health,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4667869.pdf,Decision Reference DRN-4667869,7-Mar-24,Western Provident Association Limited,Not upheld,,Insurance
1718,DRN-4578778,Motor,Yes,No,Yes,No,No,Male,decision/DRN-4578778.pdf,Decision Reference DRN-4578778,7-Mar-24,Automobile Association Insurance Services Limited,Not upheld,,Insurance
1719,DRN-4602973,Personal Belongings,No,Yes,Yes,No,Yes,Female,decision/DRN-4602973.pdf,Decision Reference DRN-4602973,7-Mar-24,Fairmead Insurance Limited,Upheld,,Insurance
1720,DRN-4621463,Travel,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4621463.pdf,Decision Reference DRN-4621463,7-Mar-24,Great Lakes Insurance SE,Upheld,,Insurance
1721,DRN-4638813,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4638813.pdf,Decision Reference DRN-4638813,7-Mar-24,AXA Insurance UK Plc,Not upheld,,Insurance
1722,DRN-4668745,Animal,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4668745.pdf,Decision Reference DRN-4668745,7-Mar-24,HDI Global Specialty SE,Upheld,,Insurance
1723,DRN-4612527,Motor,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4612527.pdf,Decision Reference DRN-4612527,7-Mar-24,Advantage Insurance Company Limited,Not upheld,,Insurance
1724,DRN-4645158,Others,No,No,No,No,No,Not specified,decision/DRN-4645158.pdf,Decision Reference DRN-4645158,7-Mar-24,Great Lakes Insurance SE,Upheld,,Insurance
1725,DRN-4629251,Personal Belongings,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4629251.pdf,Decision Reference DRN-4629251,7-Mar-24,Accredited Insurance (Europe) Ltd,Not upheld,,Insurance
1726,DRN-4617687,Household and Commercial Property,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4617687.pdf,Decision Reference DRN-4617687,7-Mar-24,U K Insurance Limited,Upheld,,Insurance
1727,DRN-4353479,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4353479.pdf,Decision Reference DRN-4353479,7-Mar-24,Amtrust Europe Limited,Not upheld,,Insurance
1728,DRN-4445078,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4445078.pdf,Decision Reference DRN-4445078,7-Mar-24,Lloyds Bank General Insurance Limited,Upheld,,Insurance
1729,DRN-4665767,Personal Belongings,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4665767.pdf,Decision Reference DRN-4665767,7-Mar-24,Tesco Mobile Limited,Not upheld,,Insurance
1730,DRN-4652575,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4652575.pdf,Decision Reference DRN-4652575,7-Mar-24,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
1731,DRN-4634884,Travel,No,No,Yes,No,Yes,Male,decision/DRN-4634884.pdf,Decision Reference DRN-4634884,7-Mar-24,Great Lakes Insurance SE,Not upheld,,Insurance
1732,DRN-4641558,Health,Yes,No,Yes,No,Yes,Male,decision/DRN-4641558.pdf,Decision Reference DRN-4641558,7-Mar-24,AXA PPP Healthcare Limited,Not upheld,,Insurance
1733,DRN-4667384,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4667384.pdf,Decision Reference DRN-4667384,7-Mar-24,Skyfire Insurance Company Limited,Upheld,,Insurance
1734,DRN-4661954,Life Assurance with Critical Illness Cover,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4661954.pdf,Decision Reference DRN-4661954,7-Mar-24,Lakes Mortgages Limited,Not upheld,,Insurance
1735,DRN-4659138,Motor,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4659138.pdf,Decision Reference DRN-4659138,7-Mar-24,Advantage Insurance Company Limited,Upheld,,Insurance
1736,DRN-4641485,Travel,No,Yes,Yes,No,Yes,Male,decision/DRN-4641485.pdf,Decision Reference DRN-4641485,7-Mar-24,Great Lakes Insurance SE,Upheld,,Insurance
1737,DRN-4611352,Health,No,No,Yes,No,Yes,Male,decision/DRN-4611352.pdf,Decision Reference DRN-4611352,7-Mar-24,Aviva Insurance Limited,Not upheld,,Insurance
1738,DRN-4660693,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4660693.pdf,Decision Reference DRN-4660693,7-Mar-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
1739,DRN-4662073,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4662073.pdf,Decision Reference DRN-4662073,7-Mar-24,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
1740,DRN-4655889,Motor,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4655889.pdf,Decision Reference DRN-4655889,7-Mar-24,One Insurance Limited,Upheld,,Insurance
1741,DRN-4667174,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4667174.pdf,Decision Reference DRN-4667174,7-Mar-24,Aviva Insurance Limited,Not upheld,,Insurance
1742,DRN-4592202,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4592202.pdf,Decision Reference DRN-4592202,7-Mar-24,U K Insurance Limited,Upheld,,Insurance
1743,DRN-4620608,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4620608.pdf,Decision Reference DRN-4620608,7-Mar-24,U K Insurance Limited,Not upheld,,Insurance
1744,DRN-4666602,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4666602.pdf,Decision Reference DRN-4666602,6-Mar-24,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
1745,DRN-4511294,Animal,No,Yes,Yes,No,Yes,Female,decision/DRN-4511294.pdf,Decision Reference DRN-4511294,6-Mar-24,U K Insurance Limited,Not upheld,,Insurance
1746,DRN-4600911,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,No,Male,decision/DRN-4600911.pdf,Decision Reference DRN-4600911,6-Mar-24,Aviva Insurance Limited,Not upheld,,Insurance
1747,DRN-4637255,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male,decision/DRN-4637255.pdf,Decision Reference DRN-4637255,6-Mar-24,Acromas Insurance Company Limited,Not upheld,,Insurance
1748,DRN-4656650,Health,No,No,Yes,Yes,Yes,Female,decision/DRN-4656650.pdf,Decision Reference DRN-4656650,6-Mar-24,AXA PPP Healthcare Limited,Upheld,,Insurance
1749,DRN-4657512,Travel,No,Yes,Yes,No,Yes,Male,decision/DRN-4657512.pdf,Decision Reference DRN-4657512,6-Mar-24,Astrenska Insurance Limited,Not upheld,,Insurance
1750,DRN-4636290,Health,No,Yes,Yes,No,No,Male,decision/DRN-4636290.pdf,Decision Reference DRN-4636290,6-Mar-24,AXA Health Limited,Not upheld,,Insurance
1751,DRN-4664659,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4664659.pdf,Decision Reference DRN-4664659,6-Mar-24,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
1752,DRN-4630498,Motor,Yes,No,Yes,No,No,Male,decision/DRN-4630498.pdf,Decision Reference DRN-4630498,6-Mar-24,U K Insurance Limited,Not upheld,,Insurance
1753,DRN-4641856,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4641856.pdf,Decision Reference DRN-4641856,6-Mar-24,Hastings Insurance Services Limited,Upheld,,Insurance
1754,DRN-4659573,Health,Yes,Yes,Yes,Yes,Yes,Female,decision/DRN-4659573.pdf,Decision Reference DRN-4659573,6-Mar-24,AXA PPP Healthcare Limited,Upheld,,Insurance
1755,DRN-4664274,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4664274.pdf,Decision Reference DRN-4664274,6-Mar-24,Aviva Insurance Limited,Upheld,,Insurance
1756,DRN-4644765,Personal Accident,No,No,Yes,No,Yes,Male,decision/DRN-4644765.pdf,Decision Reference DRN-4644765,6-Mar-24,Stonebridge International Insurance Ltd,Not upheld,,Insurance
1757,DRN-4646875,Personal Belongings,No,Yes,Yes,No,Yes,Male,decision/DRN-4646875.pdf,Decision Reference DRN-4646875,6-Mar-24,Thistle Insurance Services Limited,Upheld,,Insurance
1758,DRN-4665697,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4665697.pdf,Decision Reference DRN-4665697,6-Mar-24,Well Dunn Limited,Not upheld,,Insurance
1759,DRN-4597561,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4597561.pdf,Decision Reference DRN-4597561,6-Mar-24,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
1760,DRN-4660584,Personal Belongings,No,Yes,Yes,No,Yes,Male,decision/DRN-4660584.pdf,Decision Reference DRN-4660584,6-Mar-24,Assurant General Insurance Limited,Not upheld,,Insurance
1761,DRN-4663823,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4663823.pdf,Decision Reference DRN-4663823,6-Mar-24,Aviva Insurance Limited,Not upheld,,Insurance
1762,DRN-4662775,Household and Commercial Property,No,Yes,Yes,No,No,Female,decision/DRN-4662775.pdf,Decision Reference DRN-4662775,6-Mar-24,Accredited Insurance (Europe) Ltd,Upheld,,Insurance
1763,DRN-4605394,Household and Commercial Property,Yes,No,Yes,No,No,Female,decision/DRN-4605394.pdf,Decision Reference DRN-4605394,6-Mar-24,Adrian Flux Insurance Services Group,Not upheld,,Insurance
1764,DRN-4664986,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4664986.pdf,Decision Reference DRN-4664986,6-Mar-24,Tesco Underwriting Limited,Upheld,,Insurance
1765,DRN-4568753,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4568753.pdf,Decision Reference DRN-4568753,6-Mar-24,Bennetts Motorcycling Services Limited,Upheld,,Insurance
1766,DRN-4630056,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4630056.pdf,Decision Reference DRN-4630056,6-Mar-24,U K Insurance Limited,Not upheld,,Insurance
1767,DRN-4637842,Motor,Yes,No,Yes,Yes,Yes,Male,decision/DRN-4637842.pdf,Decision Reference DRN-4637842,6-Mar-24,ARAG Allgemeine Versicherungs-Aktiengesellschaft,Not upheld,,Insurance
1768,DRN-4401132,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4401132.pdf,Decision Reference DRN-4401132,6-Mar-24,AXA Insurance UK Plc,Not upheld,,Insurance
1769,DRN-4617569,Travel,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4617569.pdf,Decision Reference DRN-4617569,6-Mar-24,AXIS Specialty Europe SE,Upheld,,Insurance
1770,DRN-4653805,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4653805.pdf,Decision Reference DRN-4653805,6-Mar-24,Domestic & General Insurance Plc,Upheld,,Insurance
1771,DRN-4664463,Health,Yes,No,Yes,Yes,Yes,Male,decision/DRN-4664463.pdf,Decision Reference DRN-4664463,6-Mar-24,Unum Ltd,Upheld,,Insurance
1772,DRN-4381802,Household and Commercial Property,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4381802.pdf,Decision Reference DRN-4381802,6-Mar-24,HDI Global Specialty SE,Not upheld,,Insurance
1773,DRN-4644808,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4644808.pdf,Decision Reference DRN-4644808,6-Mar-24,One Insurance Limited,Upheld,,Insurance
1774,DRN-4656654,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4656654.pdf,Decision Reference DRN-4656654,6-Mar-24,The National Farmers' Union Mutual Insurance Society Limited,Upheld,,Insurance
1775,DRN-4639566,Health,No,No,Yes,No,Yes,Female,decision/DRN-4639566.pdf,Decision Reference DRN-4639566,5-Mar-24,Simplyhealth Access,Not upheld,,Insurance
1776,DRN-4663868,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male and Female,decision/DRN-4663868.pdf,Decision Reference DRN-4663868,5-Mar-24,Amtrust Europe Limited,Upheld,,Insurance
1777,DRN-4659347,Household and Commercial Property,Yes,No,Yes,No,Yes,Male and Female,decision/DRN-4659347.pdf,Decision Reference DRN-4659347,5-Mar-24,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
1778,DRN-4631117,Others,No,No,No,No,No,Not specified,decision/DRN-4631117.pdf,Decision Reference DRN-4631117,5-Mar-24,Post Office Management Services Limited,Upheld,,Insurance
1779,DRN-4663575,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4663575.pdf,Decision Reference DRN-4663575,5-Mar-24,Inter Partner Assistance SA,Not upheld,,Insurance
1780,DRN-4561696,Travel,No,Yes,Yes,No,No,Male,decision/DRN-4561696.pdf,Decision Reference DRN-4561696,5-Mar-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
1781,DRN-4553293,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4553293.pdf,Decision Reference DRN-4553293,5-Mar-24,One Sure Insurance Limited,Upheld,,Insurance
1782,DRN-4585130,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4585130.pdf,Decision Reference DRN-4585130,5-Mar-24,esure Insurance Limited,Upheld,,Insurance
1783,DRN-4662060,Household and Commercial Property,Yes,Yes,Yes,No,No,Male,decision/DRN-4662060.pdf,Decision Reference DRN-4662060,5-Mar-24,The National Farmers' Union Mutual Insurance Society Limited,Upheld,,Insurance
1784,DRN-4521220,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4521220.pdf,Decision Reference DRN-4521220,5-Mar-24,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
1785,DRN-4612043,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4612043.pdf,Decision Reference DRN-4612043,5-Mar-24,Ageas Insurance Limited,Not upheld,,Insurance
1786,DRN-4612732,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4612732.pdf,Decision Reference DRN-4612732,5-Mar-24,esure Insurance Limited,Upheld,,Insurance
